slug,name,url,description
ezhelp,ezHelp,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ezhelp_processes_sigma.yml,Detects potential processes activity of ezHelp RMM tool
fastviewer,FastViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fastviewer_network_sigma.yml,Detects potential network activity of FastViewer RMM tool
fastviewer,FastViewer,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fastviewer_processes_sigma.yml,Detects potential processes activity of FastViewer RMM tool
fixme,FixMe.it,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fixme.it_network_sigma.yml,Detects potential network activity of FixMe.it RMM tool
fixme,FixMe.it,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fixme.it_processes_sigma.yml,Detects potential processes activity of FixMe.it RMM tool
fleetdeck,FleetDeck.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fleetdeck_network_sigma.yml,Detects potential network activity of FleetDeck.io RMM tool
fleetdeck,FleetDeck.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fleetdeck_processes_sigma.yml,Detects potential processes activity of FleetDeck.io RMM tool
fortra,Fortra,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/fortra_network_sigma.yml,Detects potential network activity of Fortra RMM tool
freenx,FreeNX,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freenx_processes_sigma.yml,Detects potential processes activity of FreeNX RMM tool
freshservice,Freshservice,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freshservice_files_sigma.yml,Detects potential files activity of Freshservice RMM tool
freshservice,Freshservice,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freshservice_network_sigma.yml,Detects potential network activity of Freshservice RMM tool
freshservice,Freshservice,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freshservice_processes_sigma.yml,Detects potential processes activity of Freshservice RMM tool
freshservice,Freshservice,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/freshservice_registry_sigma.yml,Detects potential registry activity of Freshservice RMM tool
gatherplace-desktop_sharing,GatherPlace-desktop sharing,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gatherplace-desktop_sharing_network_sigma.yml,Detects potential network activity of GatherPlace-desktop sharing RMM tool
gatherplace-desktop_sharing,GatherPlace-desktop sharing,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gatherplace-desktop_sharing_processes_sigma.yml,Detects potential processes activity of GatherPlace-desktop sharing RMM tool
getscreen,GetScreen,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/getscreen_network_sigma.yml,Detects potential network activity of GetScreen RMM tool
getscreen,GetScreen,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/getscreen_processes_sigma.yml,Detects potential processes activity of GetScreen RMM tool
glpi,GLPI Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/glpi_files_sigma.yml,Detects potential files activity of GLPI RMM tool
glpi,GLPI Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/glpi_network_sigma.yml,Detects potential network activity of GLPI RMM tool
glpi,GLPI Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/glpi_processes_sigma.yml,Detects potential processes activity of GLPI RMM tool
glpi,GLPI Agent,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/glpi_registry_sigma.yml,Detects potential registry activity of GLPI RMM tool
gorelormm,Gorelo RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gorelo_rmm_network_sigma.yml,Detects potential network activity of Gorelo RMM RMM tool
gorelormm,Gorelo RMM,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gorelo_rmm_files_sigma.yml,Detects potential files activity of Gorelo RMM RMM tool
gotoassist,GoToAssist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotoassist_network_sigma.yml,Detects potential network activity of GoToAssist RMM tool
gotoassist,GoToAssist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotoassist_processes_sigma.yml,Detects potential processes activity of GoToAssist RMM tool
gotohttp,GotoHTTP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotohttp_network_sigma.yml,Detects potential network activity of GotoHTTP RMM tool
gotohttp,GotoHTTP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotohttp_processes_sigma.yml,Detects potential processes activity of GotoHTTP RMM tool
gotomypc,GoToMyPC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotomypc_registry_sigma.yml,Detects potential registry activity of GoToMyPC RMM tool
gotomypc,GoToMyPC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotomypc_network_sigma.yml,Detects potential network activity of GoToMyPC RMM tool
gotomypc,GoToMyPC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/gotomypc_files_sigma.yml,Detects potential files activity of GoToMyPC RMM tool
goverlan,Goverlan,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/goverlan_network_sigma.yml,Detects potential network activity of Goverlan RMM tool
goverlan,Goverlan,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/goverlan_processes_sigma.yml,Detects potential processes activity of Goverlan RMM tool
guacamole,Guacamole,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/guacamole_network_sigma.yml,Detects potential network activity of Guacamole RMM tool
guacamole,Guacamole,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/guacamole_processes_sigma.yml,Detects potential processes activity of Guacamole RMM tool
helpbeam,HelpBeam,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/helpbeam_network_sigma.yml,Detects potential network activity of HelpBeam RMM tool
helpbeam,HelpBeam,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/helpbeam_processes_sigma.yml,Detects potential processes activity of HelpBeam RMM tool
helpu,HelpU,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/helpu_network_sigma.yml,Detects potential network activity of HelpU RMM tool
helpu,HelpU,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/helpu_processes_sigma.yml,Detects potential processes activity of HelpU RMM tool
hoptodesk,HopToDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/hoptodesk_network_sigma.yml,Detects potential network activity of HopToDesk RMM tool
hoptodesk,HopToDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/hoptodesk_files_sigma.yml,Detects potential files activity of HopToDesk RMM tool
hoptodesk,HopToDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/hoptodesk_processes_sigma.yml,Detects potential processes activity of HopToDesk RMM tool
i'm_intouch,I'm InTouch,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/i'm_intouch_network_sigma.yml,Detects potential network activity of I'm InTouch RMM tool
i'm_intouch,I'm InTouch,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/i'm_intouch_processes_sigma.yml,Detects potential processes activity of I'm InTouch RMM tool
imperoconnect,Impero Connect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/impero_connect_network_sigma.yml,Detects potential network activity of Impero Connect RMM tool
imperoconnect,Impero Connect,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/impero_connect_processes_sigma.yml,Detects potential processes activity of Impero Connect RMM tool
instant_housecall,Instant Housecall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/instant_housecall_network_sigma.yml,Detects potential network activity of Instant Housecall RMM tool
instant_housecall,Instant Housecall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/instant_housecall_processes_sigma.yml,Detects potential processes activity of Instant Housecall RMM tool
instanthousecall,Instant Housecall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/instant_housecall_network_sigma.yml,Detects potential network activity of Instant Housecall RMM tool
instanthousecall,Instant Housecall,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/instant_housecall_processes_sigma.yml,Detects potential processes activity of Instant Housecall RMM tool
insync,Insync,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/insync_processes_sigma.yml,Detects potential processes activity of Insync RMM tool
intelliadmin_remote_control,IntelliAdmin Remote Control,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/intelliadmin_remote_control_network_sigma.yml,Detects potential network activity of IntelliAdmin Remote Control RMM tool
intelliadmin_remote_control,IntelliAdmin Remote Control,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/intelliadmin_remote_control_processes_sigma.yml,Detects potential processes activity of IntelliAdmin Remote Control RMM tool
invgate,InvGate,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/invgate_files_sigma.yml,Detects potential files activity of InvGate RMM tool
invgate,InvGate,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/invgate_network_sigma.yml,Detects potential network activity of InvGate RMM tool
invgate,InvGate,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/invgate_processes_sigma.yml,Detects potential processes activity of InvGate RMM tool
invgate,InvGate,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/invgate_registry_sigma.yml,Detects potential registry activity of InvGate RMM tool
iperius_remote,Iperius Remote,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/iperius_remote_network_sigma.yml,Detects potential network activity of Iperius Remote RMM tool
iperius_remote,Iperius Remote,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/iperius_remote_processes_sigma.yml,Detects potential processes activity of Iperius Remote RMM tool
isl_light,ISL Light,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_light_network_sigma.yml,Detects potential network activity of ISL Light RMM tool
isl_light,ISL Light,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_light_processes_sigma.yml,Detects potential processes activity of ISL Light RMM tool
isl_online,ISL Online,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_online_network_sigma.yml,Detects potential network activity of ISL Online RMM tool
isl_online,ISL Online,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_online_processes_sigma.yml,Detects potential processes activity of ISL Online RMM tool
islonline,ISL Online,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_online_network_sigma.yml,Detects potential network activity of ISL Online RMM tool
islonline,ISL Online,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/isl_online_processes_sigma.yml,Detects potential processes activity of ISL Online RMM tool
itarian,Itarian,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itarian_network_sigma.yml,Detects potential network activity of Itarian RMM tool
itarian,Itarian,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itarian_processes_sigma.yml,Detects potential processes activity of Itarian RMM tool
itsupport247_(connectwise),ITSupport247 (ConnectWise),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itsupport247__connectwise__network_sigma.yml,Detects potential network activity of ITSupport247 (ConnectWise) RMM tool
itsupport247_(connectwise),ITSupport247 (ConnectWise),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itsupport247__connectwise__processes_sigma.yml,Detects potential processes activity of ITSupport247 (ConnectWise) RMM tool
itsupport247connectwise,ITSupport247 (ConnectWise),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itsupport247__connectwise__network_sigma.yml,Detects potential network activity of ITSupport247 (ConnectWise) RMM tool
itsupport247connectwise,ITSupport247 (ConnectWise),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/itsupport247__connectwise__processes_sigma.yml,Detects potential processes activity of ITSupport247 (ConnectWise) RMM tool
ivanti_remote_control,Ivanti Remote Control,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ivanti_remote_control_network_sigma.yml,Detects potential network activity of Ivanti Remote Control RMM tool
ivanti_remote_control,Ivanti Remote Control,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/ivanti_remote_control_processes_sigma.yml,Detects potential processes activity of Ivanti Remote Control RMM tool
jump_cloud,Jump Cloud,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/jump_cloud_network_sigma.yml,Detects potential network activity of Jump Cloud RMM tool
jump_desktop,Jump Desktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/jump_desktop_network_sigma.yml,Detects potential network activity of Jump Desktop RMM tool
jump_desktop,Jump Desktop,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/jump_desktop_processes_sigma.yml,Detects potential processes activity of Jump Desktop RMM tool
kabuto,Kabuto,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kabuto_network_sigma.yml,Detects potential network activity of Kabuto RMM tool
kabuto,Kabuto,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kabuto_processes_sigma.yml,Detects potential processes activity of Kabuto RMM tool
kaseya,Kaseya (VSA),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kaseya__vsa__network_sigma.yml,Detects potential network activity of Kaseya (VSA) RMM tool
kaseya,Kaseya (VSA),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kaseya__vsa__files_sigma.yml,Detects potential files activity of Kaseya (VSA) RMM tool
khelpdesk,KHelpDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/khelpdesk_network_sigma.yml,Detects potential network activity of KHelpDesk RMM tool
khelpdesk,KHelpDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/khelpdesk_processes_sigma.yml,Detects potential processes activity of KHelpDesk RMM tool
kickidler,KickIdler,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kickidler_network_sigma.yml,Detects potential network activity of KickIdler RMM tool
kitty,KiTTY,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/kitty_processes_sigma.yml,Detects potential processes activity of KiTTY RMM tool
komari,Komari,https://github.com/Koifman/LOLRMM/tree/main/detections/sigma/komari_process_sigma.yml,Detects process activity of Komari
labteachconnectwiseautomate,LabTeach (Connectwise Automate),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/labteach__connectwise_automate__processes_sigma.yml,Detects potential processes activity of LabTeach (Connectwise Automate) RMM tool
labtech_rmm_(now_connectwise_automate),LabTech RMM (Now ConnectWise Automate),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/labtech_rmm__now_connectwise_automate__network_sigma.yml,Detects potential network activity of LabTech RMM (Now ConnectWise Automate) RMM tool
labtech_rmm_(now_connectwise_automate),LabTech RMM (Now ConnectWise Automate),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/labtech_rmm__now_connectwise_automate__processes_sigma.yml,Detects potential processes activity of LabTech RMM (Now ConnectWise Automate) RMM tool
landesk,LANDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/landesk_network_sigma.yml,Detects potential network activity of LANDesk RMM tool
landesk,LANDesk,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/landesk_processes_sigma.yml,Detects potential processes activity of LANDesk RMM tool
laplink_everywhere,Laplink Everywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/laplink_everywhere_network_sigma.yml,Detects potential network activity of Laplink Everywhere RMM tool
laplink_everywhere,Laplink Everywhere,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/laplink_everywhere_processes_sigma.yml,Detects potential processes activity of Laplink Everywhere RMM tool
laplink_gold,Laplink Gold,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/laplink_gold_network_sigma.yml,Detects potential network activity of Laplink Gold RMM tool
laplink_gold,Laplink Gold,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/laplink_gold_processes_sigma.yml,Detects potential processes activity of Laplink Gold RMM tool
level.io,Level.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level.io_network_sigma.yml,Detects potential network activity of Level.io RMM tool
level.io,Level.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level.io_processes_sigma.yml,Detects potential processes activity of Level.io RMM tool
level,Level,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level_network_sigma.yml,Detects potential network activity of Level RMM tool
level,Level,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level_files_sigma.yml,Detects potential files activity of Level RMM tool
levelio,Level.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level.io_network_sigma.yml,Detects potential network activity of Level.io RMM tool
levelio,Level.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level.io_files_sigma.yml,Detects potential files activity of Level.io RMM tool
levelio,Level.io,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/level.io_processes_sigma.yml,Detects potential processes activity of Level.io RMM tool
lite_manager,Lite Manager,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/lite_manager_processes_sigma.yml,Detects potential processes activity of Lite Manager RMM tool
litemanager,LiteManager,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/litemanager_network_sigma.yml,Detects potential network activity of LiteManager RMM tool
litemanager,LiteManager,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/litemanager_processes_sigma.yml,Detects potential processes activity of LiteManager RMM tool
logmein,LogMeIn,https://github.com/SigmaHQ/sigma/blob/782f0f524e6f797ea114fe0d87b22cb4abaa6b7c/rules/windows/dns_query/dns_query_win_remote_access_software_domains_non_browsers.yml,DNS Query To Remote Access Software Domain From Non-Browser App
logmein,LogMeIn,https://github.com/SigmaHQ/sigma/blob/782f0f524e6f797ea114fe0d87b22cb4abaa6b7c/rules/windows/process_creation/proc_creation_win_remote_access_tools_logmein.yml,Remote Access Tool - LogMeIn Execution
logmein,LogMeIn,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/logmein_network_sigma.yml,Detects potential network activity of LogMeIn RMM tool
logmein_rescue,LogMeIn rescue,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/logmein_rescue_network_sigma.yml,Detects potential network activity of LogMeIn rescue RMM tool
logmein_rescue,LogMeIn rescue,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/logmein_rescue_processes_sigma.yml,Detects potential processes activity of LogMeIn rescue RMM tool
manage_engine_(desktop_central),Manage Engine (Desktop Central),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/manage_engine__desktop_central__network_sigma.yml,Detects potential network activity of Manage Engine (Desktop Central) RMM tool
manage_engine_(desktop_central),Manage Engine (Desktop Central),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/manage_engine__desktop_central__processes_sigma.yml,Detects potential processes activity of Manage Engine (Desktop Central) RMM tool
manageengine,ManageEngine,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/manageengine_processes_sigma.yml,Detects potential processes activity of ManageEngine RMM tool
manageengine_rmm_central,ManageEngine RMM Central,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/manageengine_rmm_central_network_sigma.yml,Detects potential network activity of ManageEngine RMM Central RMM tool
megasync,MEGAsync,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/megasync_processes_sigma.yml,Detects potential processes activity of MEGAsync RMM tool
meshcentral,MeshCentral,https://github.com/tsale/Sigma_rules/blob/main/Threat%20Hunting%20Queries/proc_creation_windows_meshagent.yml,Detects MeshAgent Command Execution via MeshCentral
meshcentral,MeshCentral,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/meshcentral_network_sigma.yml,Detects potential network activity of MeshCentral RMM tool
meshcentral,MeshCentral,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/meshcentral_files_sigma.yml,Detects potential files activity of MeshCentral RMM tool
meshcentral,MeshCentral,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/meshcentral_processes_sigma.yml,Detects potential processes activity of MeshCentral RMM tool
microsoft_quick_assist,Microsoft Quick Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_quick_assist_network_sigma.yml,Detects potential network activity of Microsoft Quick Assist RMM tool
microsoft_quick_assist,Microsoft Quick Assist,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_quick_assist_processes_sigma.yml,Detects potential processes activity of Microsoft Quick Assist RMM tool
microsoft_rdp,Microsoft RDP,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_rdp_processes_sigma.yml,Detects potential processes activity of Microsoft RDP RMM tool
microsoft_tsc,Microsoft TSC,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/microsoft_tsc_processes_sigma.yml,Detects potential processes activity of Microsoft TSC RMM tool
mikogo,Mikogo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/mikogo_network_sigma.yml,Detects potential network activity of Mikogo RMM tool
mikogo,Mikogo,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/mikogo_processes_sigma.yml,Detects potential processes activity of Mikogo RMM tool
mionet_(also_known_as_wd_anywhere_access),MioNet (Also known as WD Anywhere Access),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/mionet__also_known_as_wd_anywhere_access__processes_sigma.yml,Detects potential processes activity of MioNet (Also known as WD Anywhere Access) RMM tool
mionet_(wd_anywhere_access),MioNet (WD Anywhere Access),https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/mionet__wd_anywhere_access__processes_sigma.yml,Detects potential processes activity of MioNet (WD Anywhere Access) RMM tool
monitic,Monitic,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/monitic_files_sigma.yml,Detects potential files activity of Monitic RMM tool
monitic,Monitic,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/monitic_network_sigma.yml,Detects potential network activity of Monitic RMM tool
monitic,Monitic,https://github.com/magicsword-io/LOLRMM/blob/main/detections/sigma/monitic_processes_sigma.yml,Detects potential processes activity of Monitic RMM tool
